Ambient light color: Red=0.039216 Green=0.039216 Blue=0.039216

Named object: "Object01"
Tri-mesh, Vertices: 512     Faces: 1024
Vertex list:
Vertex 0:  X: -99.192619     Y: 226.066895     Z: -0.00002
Vertex 404:  X: 30.723463     Y: -135.082657     Z: -166.703781
Vertex 405:  X: 28.182417     Y: -131.804398     Z: -154.765366
Vertex 406:  X: 21.097034     Y: -129.01506     Z: -144.678299
Vertex 407:  X: 10.546053     Y: -127.139359     Z: -137.978394
Vertex 408:  X: -1.864261     Y: -126.462845     Z: -135.685516
Vertex 409:  X: -14.244553     Y: -127.088486     Z: -138.148804
Vertex 410:  X: -24.710045     Y: -128.921005     Z: -144.99321
Vertex 411:  X: -31.667437     Y: -131.681503     Z: -155.176804
Vertex 412:  X: -34.057556     Y: -134.949661     Z: -167.149155
Vertex 413:  X: -31.5165     Y: -138.227951     Z: -179.087631
Vertex 414:  X: -24.431131     Y: -141.017288     Z: -189.174728
Vertex 415:  X: -13.880136     Y: -142.89299     Z: -195.87468
Vertex 416:  X: -1.250648     Y: -57.30505     Z: -204.291077
Vertex 417:  X: 11.127214     Y: -57.63905     Z: -201.759644
Vertex 418:  X: 21.58577     Y: -58.539303     Z: -194.721252
Vertex 419:  X: 28.532782     Y: -59.86869     Z: -184.247375
Vertex 420:  X: 30.910635     Y: -61.424934     Z: -171.932495
Vertex 421:  X: 28.357306     Y: -62.971058     Z: -159.651611

                                     Page 7



Vertex 422:  X: 21.261574     Y: -64.271622     Z: -149.2742
Vertex 423:  X: 10.703629     Y: -65.128708     Z: -142.38031
Vertex 424:  X: -1.709129     Y: -65.411819     Z: -140.019287
Vertex 425:  X: -14.086991     Y: -65.077835     Z: -142.55072
Vertex 426:  X: -24.545534     Y: -64.177567     Z: -149.589142
Vertex 427:  X: -31.492546     Y: -62.848164     Z: -160.063049
Vertex 428:  X: -33.870399     Y: -61.291939     Z: -172.377869
Vertex 429:  X: -31.317085     Y: -59.745827     Z: -184.658813
Vertex 430:  X: -24.221338     Y: -58.445263     Z: -195.036194
Vertex 431:  X: -13.66338     Y: -57.588161     Z: -201.930115
Vertex 432:  X: -1.270272     Y: 24.73682     Z: -176.93721
Vertex 433:  X: 11.107817     Y: 23.490162     Z: -174.710098
Vertex 434:  X: 21.566975     Y: 19.990879     Z: -168.538284
Vertex 435:  X: 28.514906     Y: 14.771749     Z: -159.361221
Vertex 436:  X: 30.893866     Y: 8.627312     Z: -148.576187
Vertex 437:  X: 28.34165     Y: 2.492975     Z: -137.824997
Vertex 438:  X: 21.246832     Y: -2.697331     Z: -128.744492
Vertex 439:  X: 10.689516     Y: -6.15343     Z: -122.71711
Vertex 440:  X: -1.723015     Y: -7.349185     Z: -120.660408
Vertex 441:  X: -14.101104     Y: -6.102542     Z: -122.88752
Vertex 442:  X: -24.560274     Y: -2.603291     Z: -129.059433
Vertex 443:  X: -31.508207     Y: 2.615839     Z: -138.236465
Vertex 444:  X: -33.887154     Y: 8.760292     Z: -149.02153
Vertex 445:  X: -31.334948     Y: 14.894629     Z: -159.772659
Vertex 446:  X: -24.240105     Y: 20.084934     Z: -168.853165
Vertex 447:  X: -13.682803     Y: 23.54105     Z: -174.880569
Vertex 448:  X: -1.52573     Y: 90.065956     Z: -120.270317
Vertex 449:  X: 10.855188     Y: 88.092567     Z: -118.673576
Vertex 450:  X: 21.322458     Y: 82.523727     Z: -114.296867
Vertex 451:  X: 28.282507     Y: 74.207253     Z: -107.80645
Vertex 452:  X: 30.675741     Y: 64.409218     Z: -100.190575
Vertex 453:  X: 28.137808     Y: 54.621334     Z: -92.608513
Vertex 454:  X: 21.055094     Y: 46.333679     Z: -86.214684
Vertex 455:  X: 10.505875     Y: 40.807999     Z: -81.982468
Vertex 456:  X: -1.903812     Y: 38.885498     Z: -80.556137
Vertex 457:  X: -14.284732     Y: 40.858887     Z: -82.152878
Vertex 458:  X: -24.751986     Y: 46.427719     Z: -86.529594
Vertex 459:  X: -31.712048     Y: 54.744198     Z: -93.020012
Vertex 460:  X: -34.105286     Y: 64.542213     Z: -100.635918
Vertex 461:  X: -31.567348     Y: 74.330132     Z: -108.217949
Vertex 462:  X: -24.484634     Y: 82.617767     Z: -114.611748
Vertex 463:  X: -13.935403     Y: 88.143463     Z: -118.843987
Vertex 464:  X: -1.978122     Y: 128.736557     Z: -42.917454
Vertex 465:  X: 10.407837     Y: 126.332993     Z: -42.181217
Vertex 466:  X: 20.889421     Y: 119.539108     Z: -40.254974
Vertex 467:  X: 27.870916     Y: 109.389206     Z: -37.432007
Vertex 468:  X: 30.289457     Y: 97.428497     Z: -34.14209
Vertex 469:  X: 27.776823     Y: 85.477936     Z: -30.886045
Vertex 470:  X: 20.715551     Y: 75.356873     Z: -28.159634
Vertex 471:  X: 10.180677     Y: 68.606125     Z: -26.377865
Vertex 472:  X: -2.223983     Y: 66.253441     Z: -25.812067
Vertex 473:  X: -14.609928     Y: 68.657021     Z: -26.548306
Vertex 474:  X: -25.091528     Y: 75.450905     Z: -28.474545
Vertex 475:  X: -32.073021     Y: 85.6008     Z: -31.297514
Vertex 476:  X: -34.491562     Y: 97.561508     Z: -34.587402
Vertex 477:  X: -31.978928     Y: 109.51207     Z: -37.843445
Vertex 478:  X: -24.917671     Y: 119.633141     Z: -40.569916
Vertex 479:  X: -14.382784     Y: 126.383888     Z: -42.351658
Vertex 480:  X: -2.558581     Y: 134.861481     Z: 43.345238
Vertex 481:  X: 9.833838     Y: 132.389786     Z: 43.121849
Vertex 482:  X: 20.333811     Y: 125.401863     Z: 42.315361

                                     Page 8



Vertex 483:  X: 27.342817     Y: 114.961563     Z: 41.048489
Vertex 484:  X: 29.793829     Y: 102.658333     Z: 39.514126
Vertex 485:  X: 27.313662     Y: 90.365219     Z: 37.945889
Vertex 486:  X: 20.279924     Y: 79.953773     Z: 36.582489
Vertex 487:  X: 9.763424     Y: 73.008987     Z: 35.631531
Vertex 488:  X: -2.634776     Y: 70.588181     Z: 35.237732
Vertex 489:  X: -15.027183     Y: 73.059883     Z: 35.46109
Vertex 490:  X: -25.527168     Y: 80.047806     Z: 36.267578
Vertex 491:  X: -32.536201     Y: 90.488083     Z: 37.53442
Vertex 492:  X: -34.987186     Y: 102.791321     Z: 39.068783
Vertex 493:  X: -32.507034     Y: 115.084435     Z: 40.63702
Vertex 494:  X: -25.473284     Y: 125.495903     Z: 42.00042
Vertex 495:  X: -14.956781     Y: 132.440674     Z: 42.951439
Vertex 496:  X: -3.178736     Y: 107.508194     Z: 125.384926
Vertex 497:  X: 9.220579     Y: 105.340767     Z: 124.248924
Vertex 498:  X: 19.740192     Y: 99.219383     Z: 120.843483
Vertex 499:  X: 26.778616     Y: 90.075935     Z: 115.687004
Vertex 500:  X: 29.264296     Y: 79.30246     Z: 109.564537
Vertex 501:  X: 26.818815     Y: 68.539085     Z: 103.408173
Vertex 502:  X: 19.814482     Y: 59.424492     Z: 98.155151
Vertex 503:  X: 9.317629     Y: 53.34623     Z: 94.605225
Vertex 504:  X: -3.073677     Y: 51.229729     Z: 93.298828
Vertex 505:  X: -15.472984     Y: 53.397133     Z: 94.434784
Vertex 506:  X: -25.992605     Y: 59.518517     Z: 97.84024
Vertex 507:  X: -33.031029     Y: 68.661949     Z: 102.996735
Vertex 508:  X: -35.516716     Y: 79.435448     Z: 109.119194
Vertex 509:  X: -33.071236     Y: 90.198799     Z: 115.275551
Vertex 510:  X: -26.066887     Y: 99.313416     Z: 120.528572
Vertex 511:  X: -15.570028     Y: 105.39167     Z: 124.078514
Face list:
Face 0:    A:0 B:17 C:1 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  1
Face 1:    A:0 B:16 C:17 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  1
Face 2:    A:1 B:18 C:2 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  2
Face 3:    A:1 B:17 C:18 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  2
Face 4:    A:2 B:19 C:3 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  3
Face 5:    A:2 B:18 C:19 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  3
Face 6:    A:3 B:20 C:4 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  4
Face 7:    A:3 B:19 C:20 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  4
Face 8:    A:4 B:21 C:5 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  5
Face 9:    A:4 B:20 C:21 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  5
Face 10:    A:5 B:22 C:6 AB:0 BC:1 CA:1

                                     Page 9



Material:"CYAN PLSTC"
Smoothing:  6
Face 11:    A:5 B:21 C:22 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  6
Face 12:    A:6 B:23 C:7 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  7
Face 13:    A:6 B:22 C:23 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  7
Face 14:    A:7 B:24 C:8 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  8
Face 15:    A:7 B:23 C:24 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  8
Face 16:    A:8 B:25 C:9 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  9
Face 17:    A:8 B:24 C:25 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  9
Face 18:    A:9 B:26 C:10 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  10
Face 19:    A:9 B:25 C:26 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  10
Face 20:    A:10 B:27 C:11 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  11
Face 21:    A:10 B:26 C:27 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  11
Face 22:    A:11 B:28 C:12 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  12
Face 23:    A:11 B:27 C:28 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  12
Face 24:    A:12 B:29 C:13 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  13
Face 25:    A:12 B:28 C:29 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  13
Face 26:    A:13 B:30 C:14 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  14
Face 27:    A:13 B:29 C:30 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  14
Face 28:    A:14 B:31 C:15 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  15
Face 29:    A:14 B:30 C:31 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  15
Face 30:    A:15 B:16 C:0 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"

                                     Page 10



Smoothing:  16
Face 31:    A:15 B:31 C:16 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  16
Face 32:    A:16 B:33 C:17 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  17
Face 33:    A:16 B:32 C:33 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  17
Face 34:    A:17 B:34 C:18 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  18
Face 35:    A:17 B:33 C:34 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  18
Face 36:    A:18 B:35 C:19 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  19
Face 37:    A:18 B:34 C:35 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  19
Face 38:    A:19 B:36 C:20 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  20
Face 39:    A:19 B:35 C:36 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  20
Face 40:    A:20 B:37 C:21 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  21
Face 41:    A:20 B:36 C:37 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  21
Face 42:    A:21 B:38 C:22 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  22
Face 43:    A:21 B:37 C:38 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  22
Face 44:    A:22 B:39 C:23 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  23
Face 45:    A:22 B:38 C:39 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  23
Face 46:    A:23 B:40 C:24 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  24
Face 47:    A:23 B:39 C:40 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  24
Face 48:    A:24 B:41 C:25 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  25
Face 49:    A:24 B:40 C:41 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  25
Face 50:    A:25 B:42 C:26 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  26

                                     Page 11



Face 51:    A:25 B:41 C:42 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  26
Face 52:    A:26 B:43 C:27 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  27
Face 53:    A:26 B:42 C:43 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  27
Face 54:    A:27 B:44 C:28 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  28
Face 55:    A:27 B:43 C:44 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  28
Face 56:    A:28 B:45 C:29 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  29
Face 57:    A:28 B:44 C:45 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  29
Face 58:    A:29 B:46 C:30 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  30
Face 59:    A:29 B:45 C:46 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  30
Face 60:    A:30 B:47 C:31 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  31
Face 61:    A:30 B:46 C:47 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  31
Face 62:    A:31 B:32 C:16 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  32
Face 63:    A:31 B:47 C:32 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  32
Face 64:    A:32 B:49 C:33 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  1
Face 65:    A:32 B:48 C:49 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  1
Face 66:    A:33 B:50 C:34 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  2
Face 67:    A:33 B:49 C:50 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  2
Face 68:    A:34 B:51 C:35 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  3
Face 69:    A:34 B:50 C:51 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  3
Face 70:    A:35 B:52 C:36 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  4
Face 71:    A:35 B:51 C:52 AB:1 BC:1 CA:0

                                     Page 12



Material:"CYAN PLSTC"
Smoothing:  4
Face 72:    A:36 B:53 C:37 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  5
Face 73:    A:36 B:52 C:53 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  5
Face 74:    A:37 B:54 C:38 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  6
Face 75:    A:37 B:53 C:54 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  6
Face 76:    A:38 B:55 C:39 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  7
Face 77:    A:38 B:54 C:55 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  7
Face 78:    A:39 B:56 C:40 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  8
Face 79:    A:39 B:55 C:56 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  8
Face 80:    A:40 B:57 C:41 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  9
Face 81:    A:40 B:56 C:57 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  9
Face 82:    A:41 B:58 C:42 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  10
Face 83:    A:41 B:57 C:58 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  10
Face 84:    A:42 B:59 C:43 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  11
Face 85:    A:42 B:58 C:59 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  11
Face 86:    A:43 B:60 C:44 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  12
Face 87:    A:43 B:59 C:60 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  12
Face 88:    A:44 B:61 C:45 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  13
Face 89:    A:44 B:60 C:61 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  13
Face 90:    A:45 B:62 C:46 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  14
Face 91:    A:45 B:61 C:62 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"

                                     Page 13



Smoothing:  14
Face 92:    A:46 B:63 C:47 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  15
Face 93:    A:46 B:62 C:63 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  15
Face 94:    A:47 B:48 C:32 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  16
Face 95:    A:47 B:63 C:48 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  16
Face 96:    A:48 B:65 C:49 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  17
Face 97:    A:48 B:64 C:65 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  17
Face 98:    A:49 B:66 C:50 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  18
Face 99:    A:49 B:65 C:66 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  18
Face 100:    A:50 B:67 C:51 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  19
Face 101:    A:50 B:66 C:67 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  19
Face 102:    A:51 B:68 C:52 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  20
Face 103:    A:51 B:67 C:68 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  20
Face 104:    A:52 B:69 C:53 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  21
Face 105:    A:52 B:68 C:69 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  21
Face 106:    A:53 B:70 C:54 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  22
Face 107:    A:53 B:69 C:70 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  22
Face 108:    A:54 B:71 C:55 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  23
Face 109:    A:54 B:70 C:71 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  23
Face 110:    A:55 B:72 C:56 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  24
Face 111:    A:55 B:71 C:72 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  24

                                     Page 14



Face 112:    A:56 B:73 C:57 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  25
Face 113:    A:56 B:72 C:73 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  25
Face 114:    A:57 B:74 C:58 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  26
Face 115:    A:57 B:73 C:74 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  26
Face 116:    A:58 B:75 C:59 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  27
Face 117:    A:58 B:74 C:75 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  27
Face 118:    A:59 B:76 C:60 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  28
Face 119:    A:59 B:75 C:76 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  28
Face 120:    A:60 B:77 C:61 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  29
Face 121:    A:60 B:76 C:77 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  29
Face 122:    A:61 B:78 C:62 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  30
Face 123:    A:61 B:77 C:78 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  30
Face 124:    A:62 B:79 C:63 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  31
Face 125:    A:62 B:78 C:79 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  31
Face 126:    A:63 B:64 C:48 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  32
Face 127:    A:63 B:79 C:64 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  32
Face 128:    A:64 B:81 C:65 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  1
Face 129:    A:64 B:80 C:81 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  1
Face 130:    A:65 B:82 C:66 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  2
Face 131:    A:65 B:81 C:82 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  2
Face 132:    A:66 B:83 C:67 AB:0 BC:1 CA:1

                                     Page 15



Material:"CYAN PLSTC"
Smoothing:  3
Face 133:    A:66 B:82 C:83 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  3
Face 134:    A:67 B:84 C:68 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  4
Face 135:    A:67 B:83 C:84 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  4
Face 136:    A:68 B:85 C:69 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  5
Face 137:    A:68 B:84 C:85 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  5
Face 138:    A:69 B:86 C:70 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  6
Face 139:    A:69 B:85 C:86 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  6
Face 140:    A:70 B:87 C:71 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  7
Face 141:    A:70 B:86 C:87 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  7
Face 142:    A:71 B:88 C:72 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  8
Face 143:    A:71 B:87 C:88 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  8
Face 144:    A:72 B:89 C:73 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  9
Face 145:    A:72 B:88 C:89 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  9
Face 146:    A:73 B:90 C:74 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  10
Face 147:    A:73 B:89 C:90 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  10
Face 148:    A:74 B:91 C:75 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  11
Face 149:    A:74 B:90 C:91 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  11
Face 150:    A:75 B:92 C:76 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  12
Face 151:    A:75 B:91 C:92 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  12
Face 152:    A:76 B:93 C:77 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"

                                     Page 16



Smoothing:  13
Face 153:    A:76 B:92 C:93 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  13
Face 154:    A:77 B:94 C:78 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  14
Face 155:    A:77 B:93 C:94 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  14
Face 156:    A:78 B:95 C:79 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  15
Face 157:    A:78 B:94 C:95 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  15
Face 158:    A:79 B:80 C:64 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  16
Face 159:    A:79 B:95 C:80 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  16
Face 160:    A:80 B:97 C:81 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  17
Face 161:    A:80 B:96 C:97 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  17
Face 162:    A:81 B:98 C:82 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  18
Face 163:    A:81 B:97 C:98 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  18
Face 164:    A:82 B:99 C:83 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  19
Face 165:    A:82 B:98 C:99 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  19
Face 166:    A:83 B:100 C:84 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  20
Face 167:    A:83 B:99 C:100 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  20
Face 168:    A:84 B:101 C:85 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  21
Face 169:    A:84 B:100 C:101 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  21
Face 170:    A:85 B:102 C:86 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  22
Face 171:    A:85 B:101 C:102 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  22
Face 172:    A:86 B:103 C:87 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  23

                                     Page 17



Face 173:    A:86 B:102 C:103 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  23
Face 174:    A:87 B:104 C:88 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  24
Face 175:    A:87 B:103 C:104 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  24
Face 176:    A:88 B:105 C:89 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
